POI_METHOD,Epsilon,AUC,TP,FP,FN,Recall/TPR,Precision,F1,FPR
ctrl,1e-66,0.69433583919598,6,363,244,0.024,0.016260162601626018,0.019386106623586433,0.007296482412060302
ctrl,1e-67,0.69433583919598,6,349,244,0.024,0.016901408450704224,0.01983471074380165,0.007015075376884422
ctrl,1e-68,0.69433583919598,6,324,244,0.024,0.01818181818181818,0.020689655172413793,0.0065125628140703514
ctrl,1e-69,0.69433583919598,6,304,244,0.024,0.01935483870967742,0.02142857142857143,0.006110552763819096
ctrl,1e-70,0.69433583919598,6,286,244,0.024,0.02054794520547945,0.02214022140221402,0.005748743718592965
ctrl,1e-71,0.69433583919598,5,265,245,0.02,0.018518518518518517,0.01923076923076923,0.0053266331658291454
ctrl,1e-72,0.69433583919598,5,245,245,0.02,0.02,0.02,0.00492462311557789
ctrl,1e-73,0.69433583919598,5,226,245,0.02,0.021645021645021644,0.02079002079002079,0.004542713567839196
ctrl,1e-74,0.69433583919598,5,206,245,0.02,0.023696682464454975,0.021691973969631236,0.0041407035175879394
ctrl,1e-75,0.69433583919598,4,193,246,0.016,0.02030456852791878,0.017897091722595078,0.003879396984924623
ctrl,1e-76,0.69433583919598,4,183,246,0.016,0.0213903743315508,0.018306636155606404,0.003678391959798995
ctrl,1e-77,0.69433583919598,4,169,246,0.016,0.023121387283236993,0.01891252955082742,0.0033969849246231155
ctrl,1e-78,0.69433583919598,4,161,246,0.016,0.024242424242424242,0.019277108433734938,0.003236180904522613
ctrl,1e-79,0.69433583919598,4,156,246,0.016,0.025,0.01951219512195122,0.003135678391959799
ctrl,1e-80,0.69433583919598,4,151,246,0.016,0.025806451612903226,0.019753086419753086,0.003035175879396985
ctrl,1e-81,0.69433583919598,4,143,246,0.016,0.027210884353741496,0.020151133501259445,0.0028743718592964826
ctrl,1e-82,0.69433583919598,4,133,246,0.016,0.029197080291970802,0.020671834625323,0.0026733668341708543
ctrl,1e-83,0.69433583919598,3,118,247,0.012,0.024793388429752067,0.016172506738544475,0.002371859296482412
ctrl,1e-84,0.69433583919598,3,112,247,0.012,0.02608695652173913,0.01643835616438356,0.0022512562814070354
ctrl,1e-85,0.69433583919598,3,108,247,0.012,0.02702702702702703,0.016620498614958453,0.002170854271356784
ctrl,1e-86,0.69433583919598,3,97,247,0.012,0.03,0.017142857142857144,0.001949748743718593
ctrl,1e-87,0.69433583919598,3,91,247,0.012,0.031914893617021274,0.01744186046511628,0.001829145728643216
ctrl,1e-88,0.69433583919598,3,85,247,0.012,0.03409090909090909,0.01775147928994083,0.001708542713567839
ctrl,1e-89,0.69433583919598,2,80,248,0.008,0.024390243902439025,0.012048192771084338,0.0016080402010050252
ctrl,1e-90,0.69433583919598,2,76,248,0.008,0.02564102564102564,0.012195121951219513,0.001527638190954774
ctrl,1e-91,0.69433583919598,2,71,248,0.008,0.0273972602739726,0.012383900928792569,0.0014271356783919597
ctrl,1e-92,0.69433583919598,2,69,248,0.008,0.028169014084507043,0.012461059190031154,0.0013869346733668341
ctrl,1e-93,0.69433583919598,2,68,248,0.008,0.02857142857142857,0.012499999999999999,0.0013668341708542714
ctrl,1e-94,0.69433583919598,2,66,248,0.008,0.029411764705882353,0.012578616352201259,0.0013266331658291458
ctrl,1e-95,0.69433583919598,2,61,248,0.008,0.031746031746031744,0.012779552715654952,0.0012261306532663316
ctrl,1e-96,0.69433583919598,2,58,248,0.008,0.03333333333333333,0.012903225806451613,0.0011658291457286433
ctrl,1e-97,0.69433583919598,2,55,248,0.008,0.03508771929824561,0.013029315960912051,0.0011055276381909548
ctrl,1e-98,0.69433583919598,2,51,248,0.008,0.03773584905660377,0.013201320132013203,0.0010251256281407035
ctrl,1e-99,0.69433583919598,2,48,248,0.008,0.04,0.013333333333333334,0.0009648241206030151
ctrl,1e-100,0.69433583919598,2,45,248,0.008,0.0425531914893617,0.01346801346801347,0.0009045226130653266
flipping_label,1.0,0.8234446633165828,246,39046,4,0.984,0.006260816451185992,0.012442466238430022,0.7848442211055277
flipping_label,0.1,0.8234446633165828,240,32582,10,0.96,0.0073121686673572606,0.01451378809869376,0.6549145728643216
flipping_label,0.01,0.8234446633165828,240,29429,10,0.96,0.008089251407192693,0.01604331695578061,0.5915376884422111
flipping_label,0.001,0.8234446633165828,235,26968,15,0.94,0.008638753078704554,0.01712016901613667,0.5420703517587939
flipping_label,0.0001,0.8234446633165828,228,24882,22,0.912,0.00908004778972521,0.01798107255520505,0.500140703517588
flipping_label,1e-05,0.8234446633165828,225,23081,25,0.9,0.009654166309104952,0.019103413143148246,0.4639396984924623
flipping_label,1e-06,0.8234446633165828,221,21418,29,0.884,0.01021304126808078,0.02019279089953858,0.43051256281407035
flipping_label,1e-07,0.8234446633165828,214,19942,36,0.856,0.010617185949593173,0.020974223267666372,0.40084422110552764
flipping_label,1e-08,0.8234446633165828,212,18564,38,0.848,0.011291009799744355,0.022285293808472616,0.3731457286432161
flipping_label,1e-09,0.8234446633165828,207,17357,43,0.828,0.011785470280118424,0.023240148198046477,0.34888442211055276
flipping_label,1e-10,0.8234446633165828,201,16223,49,0.804,0.012238188017535314,0.024109391867578267,0.3260904522613065
flipping_label,1e-11,0.8234446633165828,198,15212,52,0.792,0.012848799480856586,0.02528735632183908,0.3057688442211055
flipping_label,1e-12,0.8234446633165828,197,14280,53,0.788,0.013607791669544796,0.02675358185645413,0.287035175879397
flipping_label,1e-13,0.8234446633165828,192,13425,58,0.768,0.014100022031284423,0.027691642027835865,0.2698492462311558
flipping_label,1e-14,0.8234446633165828,188,12592,62,0.752,0.014710485133020344,0.028856485034535688,0.25310552763819094
flipping_label,1e-15,0.8234446633165828,183,11839,67,0.732,0.015222092829812012,0.029823989569752282,0.23796984924623116
flipping_label,1e-16,0.8234446633165828,176,11106,74,0.704,0.015600070909413224,0.030523759972251128,0.2232361809045226
flipping_label,1e-17,0.8234446633165828,173,10406,77,0.692,0.01635315247187825,0.031951242035275655,0.20916582914572865
flipping_label,1e-18,0.8234446633165828,171,9777,79,0.684,0.01718938480096502,0.03353598744851932,0.19652261306532665
flipping_label,1e-19,0.8234446633165828,167,9180,83,0.668,0.017866695196319674,0.03480254246118579,0.18452261306532663
flipping_label,1e-20,0.8234446633165828,163,8646,87,0.652,0.018503802928822796,0.035986311954961915,0.17378894472361808
flipping_label,1e-21,0.8234446633165828,160,8135,90,0.64,0.019288728149487643,0.037448800468110006,0.1635175879396985
flipping_label,1e-22,0.8234446633165828,156,7683,94,0.624,0.01990049751243781,0.038570898751390775,0.1544321608040201
flipping_label,1e-23,0.8234446633165828,151,7272,99,0.604,0.02034217971170686,0.03935879056431644,0.1461708542713568
flipping_label,1e-24,0.8234446633165828,148,6876,102,0.592,0.021070615034168565,0.040692878746219414,0.13821105527638192
flipping_label,1e-25,0.8234446633165828,146,6492,104,0.584,0.021994576679722808,0.042392566782810684,0.13049246231155778
flipping_label,1e-26,0.8234446633165828,141,6101,109,0.564,0.022588913809676387,0.04343807763401109,0.12263316582914573
flipping_label,1e-27,0.8234446633165828,137,5758,113,0.548,0.023240033927056827,0.04458909682668836,0.11573869346733669
flipping_label,1e-28,0.8234446633165828,130,5457,120,0.52,0.02326830141399678,0.044543429844097995,0.10968844221105528
flipping_label,1e-29,0.8234446633165828,124,5133,126,0.496,0.023587597489062202,0.045033593608135095,0.10317587939698493
flipping_label,1e-30,0.8234446633165828,120,4863,130,0.48,0.024081878386514148,0.045862793808522845,0.09774874371859296
flipping_label,1e-31,0.8234446633165828,112,4612,138,0.448,0.023708721422523286,0.04503417772416567,0.0927035175879397
flipping_label,1e-32,0.8234446633165828,107,4358,143,0.428,0.023964165733482642,0.04538706256627783,0.08759798994974874
flipping_label,1e-33,0.8234446633165828,105,4116,145,0.42,0.024875621890547265,0.046969358085439505,0.08273366834170855
flipping_label,1e-34,0.8234446633165828,102,3901,148,0.408,0.02548088933300025,0.04796614154714319,0.07841206030150753
flipping_label,1e-35,0.8234446633165828,96,3676,154,0.384,0.02545068928950159,0.047737444057682744,0.0738894472361809
flipping_label,1e-36,0.8234446633165828,95,3472,155,0.38,0.026633024950939166,0.04977731202515064,0.06978894472361809
flipping_label,1e-37,0.8234446633165828,93,3271,157,0.372,0.027645659928656363,0.051466519092418374,0.06574874371859296
flipping_label,1e-38,0.8234446633165828,92,3106,158,0.368,0.028767979987492184,0.05336426914153133,0.0624321608040201
flipping_label,1e-39,0.8234446633165828,91,2955,159,0.364,0.029875246224556794,0.05521844660194175,0.059396984924623114
flipping_label,1e-40,0.8234446633165828,90,2783,160,0.36,0.03132613992342499,0.05763688760806917,0.05593969849246231
flipping_label,1e-41,0.8234446633165828,84,2616,166,0.336,0.03111111111111111,0.056949152542372886,0.05258291457286432
flipping_label,1e-42,0.8234446633165828,83,2484,167,0.332,0.032333463186599146,0.05892793752218673,0.04992964824120603
flipping_label,1e-43,0.8234446633165828,78,2345,172,0.312,0.03219149814279818,0.05836139169472502,0.0471356783919598
flipping_label,1e-44,0.8234446633165828,74,2216,176,0.296,0.032314410480349345,0.05826771653543307,0.0445427135678392
flipping_label,1e-45,0.8234446633165828,73,2087,177,0.292,0.033796296296296297,0.060580912863070546,0.041949748743718596
flipping_label,1e-46,0.8234446633165828,72,1977,178,0.288,0.03513909224011713,0.0626359286646368,0.03973869346733668
flipping_label,1e-47,0.8234446633165828,71,1882,179,0.284,0.03635432667690732,0.06445755787562414,0.03782914572864322
flipping_label,1e-48,0.8234446633165828,69,1793,181,0.276,0.03705692803437164,0.06534090909090909,0.03604020100502513
flipping_label,1e-49,0.8234446633165828,67,1692,183,0.268,0.03808982376350199,0.06669985067197612,0.03401005025125628
flipping_label,1e-50,0.8234446633165828,66,1606,184,0.264,0.039473684210526314,0.06867845993756504,0.03228140703517588
flipping_label,1e-51,0.8234446633165828,62,1529,188,0.248,0.03896920175989944,0.06735469853340577,0.030733668341708542
flipping_label,1e-52,0.8234446633165828,60,1461,190,0.24,0.03944773175542406,0.06775832862789385,0.029366834170854273
flipping_label,1e-53,0.8234446633165828,57,1378,193,0.228,0.0397212543554007,0.06765578635014836,0.02769849246231156
flipping_label,1e-54,0.8234446633165828,56,1303,194,0.224,0.041206769683590876,0.06960845245494096,0.026190954773869346
flipping_label,1e-55,0.8234446633165828,55,1234,195,0.22,0.04266873545384019,0.07147498375568552,0.024804020100502512
flipping_label,1e-56,0.8234446633165828,55,1178,195,0.22,0.04460665044606651,0.074173971679029,0.023678391959798994
flipping_label,1e-57,0.8234446633165828,55,1115,195,0.22,0.04700854700854701,0.07746478873239435,0.02241206030150754
flipping_label,1e-58,0.8234446633165828,54,1076,196,0.216,0.047787610619469026,0.07826086956521738,0.02162814070351759
flipping_label,1e-59,0.8234446633165828,53,1016,197,0.212,0.04957904583723106,0.0803639120545868,0.020422110552763818
flipping_label,1e-60,0.8234446633165828,49,968,201,0.196,0.048180924287118974,0.07734806629834254,0.019457286432160804
flipping_label,1e-61,0.8234446633165828,49,925,201,0.196,0.050308008213552365,0.08006535947712419,0.0185929648241206
flipping_label,1e-62,0.8234446633165828,48,877,202,0.192,0.05189189189189189,0.08170212765957446,0.01762814070351759
flipping_label,1e-63,0.8234446633165828,46,831,204,0.184,0.052451539338654506,0.08163265306122448,0.016703517587939698
flipping_label,1e-64,0.8234446633165828,42,790,208,0.168,0.05048076923076923,0.07763401109057301,0.01587939698492462
flipping_label,1e-65,0.8234446633165828,42,760,208,0.168,0.05236907730673317,0.07984790874524716,0.01527638190954774
flipping_label,1e-66,0.8234446633165828,41,712,209,0.164,0.05444887118193891,0.08175473579262213,0.014311557788944723
flipping_label,1e-67,0.8234446633165828,39,677,211,0.156,0.05446927374301676,0.08074534161490682,0.013608040201005025
flipping_label,1e-68,0.8234446633165828,34,646,216,0.136,0.05,0.07311827956989247,0.012984924623115578
flipping_label,1e-69,0.8234446633165828,31,612,219,0.124,0.04821150855365474,0.0694288913773796,0.012301507537688442
flipping_label,1e-70,0.8234446633165828,28,591,222,0.112,0.045234248788368334,0.06444188722669734,0.011879396984924623
flipping_label,1e-71,0.8234446633165828,25,562,225,0.1,0.04258943781942078,0.05973715651135005,0.0112964824120603
flipping_label,1e-72,0.8234446633165828,24,543,226,0.096,0.042328042328042326,0.05875152998776009,0.010914572864321608
flipping_label,1e-73,0.8234446633165828,23,515,227,0.092,0.04275092936802974,0.0583756345177665,0.010351758793969849
flipping_label,1e-74,0.8234446633165828,22,492,228,0.088,0.042801556420233464,0.05759162303664922,0.009889447236180904
flipping_label,1e-75,0.8234446633165828,22,464,228,0.088,0.04526748971193416,0.059782608695652176,0.009326633165829146
flipping_label,1e-76,0.8234446633165828,21,446,229,0.084,0.044967880085653104,0.05857740585774059,0.008964824120603015
flipping_label,1e-77,0.8234446633165828,19,430,231,0.076,0.042316258351893093,0.05436337625178827,0.00864321608040201
flipping_label,1e-78,0.8234446633165828,16,401,234,0.064,0.03836930455635491,0.047976011994003,0.008060301507537688
flipping_label,1e-79,0.8234446633165828,16,384,234,0.064,0.04,0.04923076923076923,0.007718592964824121
flipping_label,1e-80,0.8234446633165828,15,362,235,0.06,0.03978779840848806,0.04784688995215311,0.0072763819095477385
flipping_label,1e-81,0.8234446633165828,15,343,235,0.06,0.04189944134078212,0.049342105263157895,0.006894472361809045
flipping_label,1e-82,0.8234446633165828,13,330,237,0.052,0.037900874635568516,0.04384485666104554,0.0066331658291457285
flipping_label,1e-83,0.8234446633165828,12,320,238,0.048,0.03614457831325301,0.041237113402061855,0.006432160804020101
flipping_label,1e-84,0.8234446633165828,11,308,239,0.044,0.034482758620689655,0.03866432337434095,0.0061909547738693465
flipping_label,1e-85,0.8234446633165828,11,296,239,0.044,0.035830618892508145,0.03949730700179533,0.005949748743718593
flipping_label,1e-86,0.8234446633165828,10,283,240,0.04,0.034129692832764506,0.036832412523020254,0.005688442211055277
flipping_label,1e-87,0.8234446633165828,9,276,241,0.036,0.031578947368421054,0.03364485981308411,0.0055477386934673365
flipping_label,1e-88,0.8234446633165828,9,264,241,0.036,0.03296703296703297,0.03441682600382409,0.005306532663316583
flipping_label,1e-89,0.8234446633165828,9,257,241,0.036,0.03383458646616541,0.03488372093023255,0.005165829145728643
flipping_label,1e-90,0.8234446633165828,9,251,241,0.036,0.03461538461538462,0.03529411764705882,0.005045226130653267
flipping_label,1e-91,0.8234446633165828,9,245,241,0.036,0.03543307086614173,0.03571428571428571,0.00492462311557789
flipping_label,1e-92,0.8234446633165828,9,235,241,0.036,0.036885245901639344,0.03643724696356275,0.004723618090452261
flipping_label,1e-93,0.8234446633165828,9,223,241,0.036,0.03879310344827586,0.03734439834024896,0.0044824120603015076
flipping_label,1e-94,0.8234446633165828,9,213,241,0.036,0.04054054054054054,0.03813559322033898,0.00428140703517588
flipping_label,1e-95,0.8234446633165828,8,208,242,0.032,0.037037037037037035,0.034334763948497854,0.004180904522613066
flipping_label,1e-96,0.8234446633165828,7,200,243,0.028,0.033816425120772944,0.03063457330415755,0.004020100502512563
flipping_label,1e-97,0.8234446633165828,7,192,243,0.028,0.035175879396984924,0.031180400890868598,0.0038592964824120603
flipping_label,1e-98,0.8234446633165828,6,186,244,0.024,0.03125,0.027149321266968326,0.003738693467336683
flipping_label,1e-99,0.8234446633165828,6,179,244,0.024,0.032432432432432434,0.027586206896551727,0.003597989949748744
flipping_label,1e-100,0.8234446633165828,5,173,245,0.02,0.028089887640449437,0.02336448598130841,0.0034773869346733668
inputaware,1.0,0.9198023410526316,2500,36716,0,1.0,0.06374949000407996,0.11985808802377983,0.7729684210526315
inputaware,0.1,0.9198023410526316,2495,29032,5,0.998,0.07913851619246995,0.14664824991918182,0.6112
inputaware,0.01,0.9198023410526316,2491,25637,9,0.9964,0.0885594425483504,0.16266161682120933,0.5397263157894737
inputaware,0.001,0.9198023410526316,2485,23054,15,0.994,0.09730216531579153,0.17725311173722313,0.48534736842105264
inputaware,0.0001,0.9198023410526316,2476,21024,24,0.9904,0.10536170212765958,0.19046153846153846,0.44261052631578945
inputaware,1e-05,0.9198023410526316,2467,19266,33,0.9868,0.1135140109510882,0.20360665208599843,0.4056
inputaware,1e-06,0.9198023410526316,2453,17674,47,0.9812,0.12187608684851195,0.21682061254253768,0.3720842105263158
inputaware,1e-07,0.9198023410526316,2442,16332,58,0.9768,0.13007350591243208,0.2295760082730093,0.34383157894736843
inputaware,1e-08,0.9198023410526316,2435,15137,65,0.974,0.13857272934213521,0.24262654444001594,0.31867368421052633
inputaware,1e-09,0.9198023410526316,2421,14063,79,0.9684,0.14686969182237322,0.25505689001264226,0.29606315789473686
inputaware,1e-10,0.9198023410526316,2396,13117,104,0.9584,0.1544511055243989,0.26603008937989225,0.27614736842105264
inputaware,1e-11,0.9198023410526316,2379,12289,121,0.9516,0.16218980092718843,0.277143522833178,0.25871578947368423
inputaware,1e-12,0.9198023410526316,2353,11576,147,0.9412,0.16892813554454736,0.28644470144257106,0.24370526315789473
inputaware,1e-13,0.9198023410526316,2333,10866,167,0.9332,0.17675581483445715,0.2972163832091216,0.2287578947368421
inputaware,1e-14,0.9198023410526316,2307,10227,193,0.9228,0.18405935854475824,0.30690435013968337,0.21530526315789475
inputaware,1e-15,0.9198023410526316,2289,9651,211,0.9156,0.19170854271356783,0.3170360110803324,0.20317894736842104
inputaware,1e-16,0.9198023410526316,2261,9085,239,0.9044,0.19927727833597744,0.3265925176946411,0.19126315789473683
inputaware,1e-17,0.9198023410526316,2240,8577,260,0.896,0.20708144587223815,0.33641210482841477,0.18056842105263157
inputaware,1e-18,0.9198023410526316,2217,8108,283,0.8868,0.21472154963680387,0.3457309941520468,0.17069473684210526
inputaware,1e-19,0.9198023410526316,2184,7708,316,0.8736,0.22078447230084916,0.35248547449967726,0.16227368421052632
inputaware,1e-20,0.9198023410526316,2155,7308,345,0.862,0.22772904998414878,0.36027752236061183,0.15385263157894738
inputaware,1e-21,0.9198023410526316,2124,6972,376,0.8496,0.23350923482849603,0.36633321835115557,0.14677894736842106
inputaware,1e-22,0.9198023410526316,2095,6630,405,0.838,0.24011461318051575,0.3732739420935412,0.13957894736842105
inputaware,1e-23,0.9198023410526316,2070,6296,430,0.828,0.2474300741094908,0.3810049696300386,0.13254736842105264
inputaware,1e-24,0.9198023410526316,2036,6012,464,0.8144,0.2529821073558648,0.3860447478194918,0.12656842105263158
inputaware,1e-25,0.9198023410526316,2001,5784,499,0.8004,0.25703275529865127,0.38911035488575596,0.12176842105263158
inputaware,1e-26,0.9198023410526316,1963,5533,537,0.7852,0.26187299893276417,0.3927571028411365,0.11648421052631579
inputaware,1e-27,0.9198023410526316,1929,5271,571,0.7716,0.2679166666666667,0.39773195876288664,0.11096842105263158
inputaware,1e-28,0.9198023410526316,1886,5066,614,0.7544,0.27128883774453394,0.3990689801100296,0.10665263157894737
inputaware,1e-29,0.9198023410526316,1859,4879,641,0.7436,0.275897892549718,0.40246806668109986,0.1027157894736842
inputaware,1e-30,0.9198023410526316,1826,4671,674,0.7304,0.28105279359704477,0.4059130821384906,0.09833684210526315
inputaware,1e-31,0.9198023410526316,1790,4485,710,0.716,0.2852589641434263,0.407977207977208,0.09442105263157895
inputaware,1e-32,0.9198023410526316,1747,4304,753,0.6988,0.2887126094860354,0.4086071804467314,0.09061052631578947
inputaware,1e-33,0.9198023410526316,1709,4130,791,0.6836,0.2926871039561569,0.4098812807291042,0.08694736842105263
inputaware,1e-34,0.9198023410526316,1673,3951,827,0.6692,0.297475106685633,0.4118660758247169,0.08317894736842105
inputaware,1e-35,0.9198023410526316,1623,3794,877,0.6492,0.29961233154882777,0.4100037893141341,0.07987368421052632
inputaware,1e-36,0.9198023410526316,1602,3669,898,0.6408,0.3039271485486625,0.41230214901557066,0.07724210526315789
inputaware,1e-37,0.9198023410526316,1568,3530,932,0.6272,0.30757159670459006,0.41274019478810214,0.07431578947368421
inputaware,1e-38,0.9198023410526316,1535,3409,965,0.614,0.31047734627831713,0.4124126813541107,0.07176842105263158
inputaware,1e-39,0.9198023410526316,1510,3283,990,0.604,0.3150427707072814,0.4140957082133552,0.06911578947368421
inputaware,1e-40,0.9198023410526316,1467,3177,1033,0.5868,0.31589147286821706,0.4106942889137738,0.0668842105263158
inputaware,1e-41,0.9198023410526316,1431,3055,1069,0.5724,0.3189924208649131,0.4096764958488406,0.06431578947368422
inputaware,1e-42,0.9198023410526316,1401,2957,1099,0.5604,0.32147774208352453,0.4085739282589676,0.062252631578947365
inputaware,1e-43,0.9198023410526316,1366,2851,1134,0.5464,0.3239269622954707,0.40672919458091406,0.06002105263157895
inputaware,1e-44,0.9198023410526316,1317,2736,1183,0.5268,0.3249444855662472,0.40195330383030675,0.0576
inputaware,1e-45,0.9198023410526316,1291,2630,1209,0.5164,0.32925274164753887,0.402118050147952,0.05536842105263158
inputaware,1e-46,0.9198023410526316,1264,2542,1236,0.5056,0.33210719915922227,0.4008880431335236,0.05351578947368421
inputaware,1e-47,0.9198023410526316,1229,2448,1271,0.4916,0.3342398694587979,0.39792779666504774,0.05153684210526316
inputaware,1e-48,0.9198023410526316,1194,2365,1306,0.4776,0.3354874964877775,0.394124442977389,0.04978947368421053
inputaware,1e-49,0.9198023410526316,1157,2272,1343,0.4628,0.3374161563137941,0.39028503963568895,0.04783157894736842
inputaware,1e-50,0.9198023410526316,1113,2193,1387,0.4452,0.3366606170598911,0.38339648639338614,0.04616842105263158
inputaware,1e-51,0.9198023410526316,1081,2108,1419,0.4324,0.3389777359673879,0.3800316400070311,0.04437894736842105
inputaware,1e-52,0.9198023410526316,1046,2019,1454,0.4184,0.3412724306688418,0.37592093441150043,0.042505263157894733
inputaware,1e-53,0.9198023410526316,1023,1935,1477,0.4092,0.345841784989858,0.37486258702821545,0.040736842105263155
inputaware,1e-54,0.9198023410526316,989,1870,1511,0.3956,0.3459251486533753,0.3690987124463519,0.03936842105263158
inputaware,1e-55,0.9198023410526316,956,1797,1544,0.3824,0.34725753723211045,0.3639824861983629,0.037831578947368424
inputaware,1e-56,0.9198023410526316,929,1711,1571,0.3716,0.35189393939393937,0.3614785992217899,0.03602105263157895
inputaware,1e-57,0.9198023410526316,895,1653,1605,0.358,0.3512558869701727,0.35459587955626,0.0348
inputaware,1e-58,0.9198023410526316,871,1592,1629,0.3484,0.35363377994315875,0.35099738061656255,0.03351578947368421
inputaware,1e-59,0.9198023410526316,848,1540,1652,0.3392,0.35510887772194305,0.3469721767594108,0.03242105263157895
inputaware,1e-60,0.9198023410526316,827,1485,1673,0.3308,0.3576989619377163,0.3437240232751455,0.03126315789473684
inputaware,1e-61,0.9198023410526316,809,1431,1691,0.3236,0.3611607142857143,0.34135021097046414,0.030126315789473685
inputaware,1e-62,0.9198023410526316,783,1371,1717,0.3132,0.3635097493036212,0.33648474430597336,0.02886315789473684
inputaware,1e-63,0.9198023410526316,760,1325,1740,0.304,0.3645083932853717,0.33151581243184297,0.027894736842105264
inputaware,1e-64,0.9198023410526316,734,1266,1766,0.2936,0.367,0.3262222222222222,0.02665263157894737
inputaware,1e-65,0.9198023410526316,714,1225,1786,0.2856,0.36823104693140796,0.3216940752421717,0.025789473684210525
inputaware,1e-66,0.9198023410526316,691,1181,1809,0.2764,0.36912393162393164,0.3161024702653248,0.02486315789473684
inputaware,1e-67,0.9198023410526316,666,1129,1834,0.2664,0.3710306406685237,0.310128055878929,0.023768421052631578
inputaware,1e-68,0.9198023410526316,637,1088,1863,0.2548,0.36927536231884056,0.30153846153846153,0.022905263157894738
inputaware,1e-69,0.9198023410526316,610,1032,1890,0.244,0.37149817295980514,0.294543698696282,0.021726315789473684
inputaware,1e-70,0.9198023410526316,596,1006,1904,0.2384,0.37203495630461925,0.2905899561189664,0.021178947368421054
inputaware,1e-71,0.9198023410526316,580,958,1920,0.232,0.37711313394018203,0.2872709262010896,0.02016842105263158
inputaware,1e-72,0.9198023410526316,559,924,1941,0.2236,0.37693863789615645,0.28069294501631936,0.019452631578947367
inputaware,1e-73,0.9198023410526316,541,888,1959,0.2164,0.37858642407277815,0.27538813947569357,0.018694736842105264
inputaware,1e-74,0.9198023410526316,520,842,1980,0.208,0.38179148311306904,0.26929052304505435,0.017726315789473684
inputaware,1e-75,0.9198023410526316,503,802,1997,0.2012,0.3854406130268199,0.26438896189224703,0.01688421052631579
inputaware,1e-76,0.9198023410526316,487,773,2013,0.1948,0.3865079365079365,0.25904255319148933,0.016273684210526315
inputaware,1e-77,0.9198023410526316,469,751,2031,0.1876,0.3844262295081967,0.2521505376344086,0.015810526315789473
inputaware,1e-78,0.9198023410526316,450,709,2050,0.18,0.3882657463330457,0.24596884394643345,0.014926315789473683
inputaware,1e-79,0.9198023410526316,440,681,2060,0.176,0.39250669045495096,0.24302678818006077,0.014336842105263158
inputaware,1e-80,0.9198023410526316,427,651,2073,0.1708,0.3961038961038961,0.23868082727780887,0.013705263157894736
inputaware,1e-81,0.9198023410526316,412,612,2088,0.1648,0.40234375,0.23382519863791143,0.01288421052631579
inputaware,1e-82,0.9198023410526316,395,587,2105,0.158,0.40224032586558045,0.22688110281447443,0.012357894736842106
inputaware,1e-83,0.9198023410526316,381,566,2119,0.1524,0.40232312565997885,0.22106179286335945,0.011915789473684211
inputaware,1e-84,0.9198023410526316,366,549,2134,0.1464,0.4,0.2143484626647145,0.011557894736842106
inputaware,1e-85,0.9198023410526316,350,521,2150,0.14,0.4018369690011481,0.20765351527736578,0.010968421052631579
inputaware,1e-86,0.9198023410526316,337,499,2163,0.1348,0.40311004784689,0.20203836930455635,0.010505263157894736
inputaware,1e-87,0.9198023410526316,325,476,2175,0.13,0.40574282147315854,0.19691002726446533,0.010021052631578948
inputaware,1e-88,0.9198023410526316,309,453,2191,0.1236,0.40551181102362205,0.18945432250153282,0.009536842105263158
inputaware,1e-89,0.9198023410526316,299,428,2201,0.1196,0.41127922971114167,0.18531143476913542,0.009010526315789474
inputaware,1e-90,0.9198023410526316,285,413,2215,0.114,0.40830945558739257,0.17823639774859287,0.008694736842105264
inputaware,1e-91,0.9198023410526316,276,402,2224,0.1104,0.40707964601769914,0.17369414726242918,0.008463157894736843
inputaware,1e-92,0.9198023410526316,270,385,2230,0.108,0.4122137404580153,0.17115689381933438,0.008105263157894737
inputaware,1e-93,0.9198023410526316,257,369,2243,0.1028,0.41054313099041534,0.16442738323736408,0.007768421052631579
inputaware,1e-94,0.9198023410526316,252,357,2248,0.1008,0.41379310344827586,0.16211000321646832,0.007515789473684211
inputaware,1e-95,0.9198023410526316,244,341,2256,0.0976,0.4170940170940171,0.1581847649918963,0.007178947368421053
inputaware,1e-96,0.9198023410526316,236,329,2264,0.0944,0.4176991150442478,0.15399673735725938,0.006926315789473684
inputaware,1e-97,0.9198023410526316,229,317,2271,0.0916,0.4194139194139194,0.15036112934996718,0.006673684210526316
inputaware,1e-98,0.9198023410526316,223,301,2277,0.0892,0.4255725190839695,0.1474867724867725,0.006336842105263158
inputaware,1e-99,0.9198023410526316,216,288,2284,0.0864,0.42857142857142855,0.1438082556591212,0.006063157894736842
inputaware,1e-100,0.9198023410526316,209,276,2291,0.0836,0.4309278350515464,0.14003350083752092,0.0058105263157894734
low_frequency,1.0,0.9551672463157896,2500,36956,0,1.0,0.06336171938361719,0.11917246639336448,0.778021052631579
low_frequency,0.1,0.9551672463157896,2500,28748,0,1.0,0.08000512032770098,0.14815692781794476,0.605221052631579
low_frequency,0.01,0.9551672463157896,2500,24965,0,1.0,0.09102494083378845,0.1668613382279326,0.525578947368421
low_frequency,0.001,0.9551672463157896,2500,22074,0,1.0,0.10173353951330674,0.1846790278495974,0.4647157894736842
low_frequency,0.0001,0.9551672463157896,2500,19793,0,1.0,0.11214282510204997,0.20166982616060983,0.4166947368421053
low_frequency,1e-05,0.9551672463157896,2500,17871,0,1.0,0.12272347945608954,0.21861746316295744,0.3762315789473684
