POI_METHOD,Epsilon,AUC,TP,FP,FN,Recall/TPR,Precision,F1,FPR
noisy_all2one,1e-34,0.8543695242105264,224,870,2276,0.0896,0.20475319926873858,0.1246521981079577,0.01831578947368421
noisy_all2one,1e-35,0.8543695242105264,194,743,2306,0.0776,0.20704375667022412,0.11288914751236544,0.015642105263157895
noisy_all2one,1e-36,0.8543695242105264,177,656,2323,0.0708,0.21248499399759904,0.1062106210621062,0.013810526315789474
noisy_all2one,1e-37,0.8543695242105264,160,572,2340,0.064,0.2185792349726776,0.09900990099009903,0.012042105263157894
noisy_all2one,1e-38,0.8543695242105264,138,505,2362,0.0552,0.21461897356143078,0.0878141902640789,0.01063157894736842
noisy_all2one,1e-39,0.8543695242105264,121,440,2379,0.0484,0.21568627450980393,0.07905913100294021,0.009263157894736843
noisy_all2one,1e-40,0.8543695242105264,106,383,2394,0.0424,0.2167689161554192,0.07092673134827701,0.008063157894736842
noisy_all2one,1e-41,0.8543695242105264,95,334,2405,0.038,0.22144522144522144,0.06486855582109935,0.007031578947368421
noisy_all2one,1e-42,0.8543695242105264,81,283,2419,0.0324,0.22252747252747251,0.05656424581005587,0.005957894736842106
noisy_all2one,1e-43,0.8543695242105264,72,250,2428,0.0288,0.2236024844720497,0.0510276399716513,0.005263157894736842
noisy_all2one,1e-44,0.8543695242105264,65,212,2435,0.026,0.23465703971119134,0.04681310767014763,0.0044631578947368425
noisy_all2one,1e-45,0.8543695242105264,57,185,2443,0.0228,0.23553719008264462,0.04157549234135668,0.0038947368421052633
noisy_all2one,1e-46,0.8543695242105264,52,151,2448,0.0208,0.2561576354679803,0.03847576766555679,0.0031789473684210525
noisy_all2one,1e-47,0.8543695242105264,47,129,2453,0.0188,0.26704545454545453,0.035127055306427506,0.0027157894736842105
noisy_all2one,1e-48,0.8543695242105264,43,109,2457,0.0172,0.28289473684210525,0.032428355957767725,0.002294736842105263
noisy_all2one,1e-49,0.8543695242105264,39,94,2461,0.0156,0.2932330827067669,0.029624003038359284,0.0019789473684210528
noisy_all2one,1e-50,0.8543695242105264,33,82,2467,0.0132,0.28695652173913044,0.025239005736137667,0.0017263157894736843
noisy_all2one,1e-51,0.8543695242105264,32,71,2468,0.0128,0.3106796116504854,0.02458701498271226,0.001494736842105263
noisy_all2one,1e-52,0.8543695242105264,28,62,2472,0.0112,0.3111111111111111,0.021621621621621623,0.0013052631578947369
noisy_all2one,1e-53,0.8543695242105264,23,56,2477,0.0092,0.2911392405063291,0.017836370686312525,0.0011789473684210526
noisy_all2one,1e-54,0.8543695242105264,21,44,2479,0.0084,0.3230769230769231,0.01637426900584795,0.0009263157894736842
noisy_all2one,1e-55,0.8543695242105264,21,36,2479,0.0084,0.3684210526315789,0.016425498631208447,0.0007578947368421053
noisy_all2one,1e-56,0.8543695242105264,19,32,2481,0.0076,0.37254901960784315,0.014896119168953352,0.0006736842105263158
noisy_all2one,1e-57,0.8543695242105264,14,26,2486,0.0056,0.35,0.011023622047244094,0.0005473684210526316
noisy_all2one,1e-58,0.8543695242105264,12,21,2488,0.0048,0.36363636363636365,0.009474930911962099,0.00044210526315789476
noisy_all2one,1e-59,0.8543695242105264,12,19,2488,0.0048,0.3870967741935484,0.00948241801659423,0.0004
noisy_all2one,1e-60,0.8543695242105264,12,17,2488,0.0048,0.41379310344827586,0.009489916963226569,0.0003578947368421053
noisy_all2one,1e-61,0.8543695242105264,11,13,2489,0.0044,0.4583333333333333,0.008716323296354992,0.0002736842105263158
noisy_all2one,1e-62,0.8543695242105264,10,11,2490,0.004,0.47619047619047616,0.007933359777865927,0.00023157894736842104
noisy_all2one,1e-63,0.8543695242105264,10,9,2490,0.004,0.5263157894736842,0.007939658594680429,0.00018947368421052632
noisy_all2one,1e-64,0.8543695242105264,8,8,2492,0.0032,0.5,0.006359300476947536,0.00016842105263157895
noisy_all2one,1e-65,0.8543695242105264,6,7,2494,0.0024,0.46153846153846156,0.0047751691205730196,0.00014736842105263158
noisy_all2one,1e-66,0.8543695242105264,6,7,2494,0.0024,0.46153846153846156,0.0047751691205730196,0.00014736842105263158
noisy_all2one,1e-67,0.8543695242105264,6,4,2494,0.0024,0.6,0.004780876494023904,8.421052631578948e-05
noisy_all2one,1e-68,0.8543695242105264,5,4,2495,0.002,0.5555555555555556,0.0039856516540454365,8.421052631578948e-05
noisy_all2one,1e-69,0.8543695242105264,5,4,2495,0.002,0.5555555555555556,0.0039856516540454365,8.421052631578948e-05
noisy_all2one,1e-70,0.8543695242105264,5,4,2495,0.002,0.5555555555555556,0.0039856516540454365,8.421052631578948e-05
noisy_all2one,1e-71,0.8543695242105264,4,4,2496,0.0016,0.5,0.003189792663476874,8.421052631578948e-05
noisy_all2one,1e-72,0.8543695242105264,2,4,2498,0.0008,0.3333333333333333,0.0015961691939345571,8.421052631578948e-05
noisy_all2one,1e-73,0.8543695242105264,1,3,2499,0.0004,0.25,0.0007987220447284345,6.31578947368421e-05
noisy_all2one,1e-74,0.8543695242105264,0,3,2500,0.0,0.0,0.0,6.31578947368421e-05
noisy_all2one,1e-75,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-76,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-77,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-78,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-79,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-80,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-81,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-82,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-83,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-84,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-85,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-86,0.8543695242105264,0,2,2500,0.0,0.0,0.0,4.210526315789474e-05
noisy_all2one,1e-87,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-88,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-89,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-90,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-91,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-92,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-93,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-94,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-95,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-96,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-97,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-98,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-99,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_all2one,1e-100,0.8543695242105264,0,1,2500,0.0,0.0,0.0,2.105263157894737e-05
noisy_label,1.0,0.4995228084210526,1962,37361,538,0.7848,0.049894463799811814,0.09382397245534753,0.7865473684210527
noisy_label,0.1,0.4995228084210526,1682,31757,818,0.6728,0.050300547265169415,0.09360304961184229,0.6685684210526316
noisy_label,0.01,0.4995228084210526,1544,29068,956,0.6176,0.050437736835228016,0.09325924136264799,0.6119578947368421
noisy_label,0.001,0.4995228084210526,1429,26951,1071,0.5716,0.0503523608174771,0.0925518134715026,0.5673894736842106
noisy_label,0.0001,0.4995228084210526,1332,25122,1168,0.5328,0.050351553640281245,0.09200801270981558,0.5288842105263157
noisy_label,1e-05,0.4995228084210526,1244,23503,1256,0.4976,0.050268719440740295,0.09131280507945828,0.4948
noisy_label,1e-06,0.4995228084210526,1159,22010,1341,0.4636,0.050023738616254476,0.09030347890451516,0.4633684210526316
noisy_label,1e-07,0.4995228084210526,1080,20701,1420,0.432,0.04958450025251366,0.0889584448745933,0.4358105263157895
noisy_label,1e-08,0.4995228084210526,1024,19510,1476,0.4096,0.049868510762637576,0.08891204306677086,0.4107368421052632
noisy_label,1e-09,0.4995228084210526,964,18423,1536,0.3856,0.049724041883736525,0.088088819847398,0.3878526315789474
noisy_label,1e-10,0.4995228084210526,903,17364,1597,0.3612,0.049433404499917885,0.08696489622959502,0.3655578947368421
noisy_label,1e-11,0.4995228084210526,852,16394,1648,0.3408,0.049402760060303835,0.0862959586751747,0.34513684210526313
noisy_label,1e-12,0.4995228084210526,792,15469,1708,0.3168,0.04870549166717914,0.08443046745909068,0.3256631578947368
noisy_label,1e-13,0.4995228084210526,747,14648,1753,0.2988,0.04852224748294901,0.0834870075440067,0.30837894736842103
noisy_label,1e-14,0.4995228084210526,699,13829,1801,0.2796,0.04811398678414097,0.0821000704721635,0.29113684210526314
noisy_label,1e-15,0.4995228084210526,674,13035,1826,0.2696,0.04916478225982931,0.08316367450181998,0.27442105263157895
noisy_label,1e-16,0.4995228084210526,643,12370,1857,0.2572,0.04941212633520326,0.08289821440082512,0.26042105263157894
noisy_label,1e-17,0.4995228084210526,608,11669,1892,0.2432,0.049523499226195325,0.08229004534073221,0.24566315789473683
noisy_label,1e-18,0.4995228084210526,579,11060,1921,0.2316,0.049746541799123634,0.08190112454911945,0.2328421052631579
noisy_label,1e-19,0.4995228084210526,543,10468,1957,0.2172,0.04931432204159477,0.08037895048479018,0.22037894736842106
noisy_label,1e-20,0.4995228084210526,516,9889,1984,0.2064,0.04959154252763095,0.07996900426191399,0.20818947368421054
noisy_label,1e-21,0.4995228084210526,493,9362,2007,0.1972,0.05002536783358701,0.07980574666127074,0.19709473684210527
noisy_label,1e-22,0.4995228084210526,469,8842,2031,0.1876,0.050370529481258725,0.07941749216831766,0.18614736842105264
noisy_label,1e-23,0.4995228084210526,441,8377,2059,0.1764,0.05001134044000907,0.07792896271426046,0.1763578947368421
noisy_label,1e-24,0.4995228084210526,415,7946,2085,0.166,0.04963521109915082,0.07642021913267655,0.16728421052631579
noisy_label,1e-25,0.4995228084210526,396,7525,2104,0.1584,0.049993687665698776,0.07600038384032243,0.15842105263157893
noisy_label,1e-26,0.4995228084210526,373,7130,2127,0.1492,0.049713447954151675,0.07457762671198641,0.15010526315789474
noisy_label,1e-27,0.4995228084210526,348,6712,2152,0.1392,0.04929178470254957,0.07280334728033473,0.14130526315789474
noisy_label,1e-28,0.4995228084210526,325,6381,2175,0.13,0.0484640620339994,0.07060612643927873,0.13433684210526317
noisy_label,1e-29,0.4995228084210526,302,6052,2198,0.1208,0.047529115517784076,0.06821775468714707,0.12741052631578947
noisy_label,1e-30,0.4995228084210526,289,5749,2211,0.1156,0.04786353097052004,0.06769735301007263,0.12103157894736842
noisy_label,1e-31,0.4995228084210526,270,5486,2230,0.108,0.046907574704656015,0.06540697674418604,0.11549473684210526
noisy_label,1e-32,0.4995228084210526,261,5185,2239,0.1044,0.04792508262945281,0.06569343065693431,0.1091578947368421
noisy_label,1e-33,0.4995228084210526,245,4920,2255,0.098,0.04743465634075508,0.0639269406392694,0.10357894736842105
noisy_label,1e-34,0.4995228084210526,232,4673,2268,0.0928,0.047298674821610605,0.06266036461850101,0.09837894736842105
noisy_label,1e-35,0.4995228084210526,227,4441,2273,0.0908,0.04862896315338475,0.06333705357142856,0.09349473684210527
noisy_label,1e-36,0.4995228084210526,219,4204,2281,0.0876,0.04951390458964504,0.06326736963744042,0.08850526315789474
noisy_label,1e-37,0.4995228084210526,212,4011,2288,0.0848,0.05020127871181625,0.06306708314740443,0.0844421052631579
noisy_label,1e-38,0.4995228084210526,201,3810,2299,0.0804,0.05011219147344802,0.06174166794655199,0.08021052631578947
noisy_label,1e-39,0.4995228084210526,191,3624,2309,0.0764,0.05006553079947575,0.06049089469517022,0.07629473684210526
noisy_label,1e-40,0.4995228084210526,181,3449,2319,0.0724,0.049862258953168044,0.05905383360522023,0.07261052631578947
noisy_label,1e-41,0.4995228084210526,173,3278,2327,0.0692,0.05013039698638076,0.0581414888254075,0.06901052631578948
noisy_label,1e-42,0.4995228084210526,165,3127,2335,0.066,0.05012150668286756,0.05697513812154697,0.06583157894736842
noisy_label,1e-43,0.4995228084210526,154,2977,2346,0.0616,0.04918556371766209,0.054697211862901794,0.06267368421052631
noisy_label,1e-44,0.4995228084210526,154,2814,2346,0.0616,0.05188679245283019,0.056327724945135334,0.059242105263157895
noisy_label,1e-45,0.4995228084210526,146,2681,2354,0.0584,0.05164485320127343,0.05481509292284587,0.0564421052631579
noisy_label,1e-46,0.4995228084210526,139,2555,2361,0.0556,0.05159613956941351,0.053523296110897185,0.053789473684210526
noisy_label,1e-47,0.4995228084210526,133,2436,2367,0.0532,0.051771117166212535,0.05247583349773131,0.051284210526315786
noisy_label,1e-48,0.4995228084210526,121,2305,2379,0.0484,0.04987633965375103,0.04912708079577751,0.04852631578947368
noisy_label,1e-49,0.4995228084210526,115,2178,2385,0.046,0.05015263846489315,0.047986647193824325,0.04585263157894737
noisy_label,1e-50,0.4995228084210526,110,2068,2390,0.044,0.050505050505050504,0.0470286447199658,0.04353684210526316
noisy_label,1e-51,0.4995228084210526,104,1967,2396,0.0416,0.05021728633510381,0.04550426602493984,0.041410526315789474
noisy_label,1e-52,0.4995228084210526,100,1875,2400,0.04,0.05063291139240506,0.0446927374301676,0.039473684210526314
noisy_label,1e-53,0.4995228084210526,94,1783,2406,0.0376,0.0500799147575919,0.042951793465844185,0.03753684210526316
noisy_label,1e-54,0.4995228084210526,88,1700,2412,0.0352,0.049217002237136466,0.041044776119402986,0.035789473684210524
noisy_label,1e-55,0.4995228084210526,85,1598,2415,0.034,0.050505050505050504,0.040640688501075786,0.0336421052631579
noisy_label,1e-56,0.4995228084210526,83,1522,2417,0.0332,0.051713395638629284,0.04043848964677223,0.03204210526315789
noisy_label,1e-57,0.4995228084210526,82,1438,2418,0.0328,0.05394736842105263,0.04079601990049752,0.030273684210526317
noisy_label,1e-58,0.4995228084210526,79,1369,2421,0.0316,0.054558011049723756,0.04002026342451875,0.02882105263157895
noisy_label,1e-59,0.4995228084210526,72,1300,2428,0.0288,0.052478134110787174,0.0371900826446281,0.02736842105263158
noisy_label,1e-60,0.4995228084210526,70,1245,2430,0.028,0.053231939163498096,0.03669724770642202,0.026210526315789472
noisy_label,1e-61,0.4995228084210526,70,1185,2430,0.028,0.055776892430278883,0.03728362183754993,0.02494736842105263
noisy_label,1e-62,0.4995228084210526,64,1138,2436,0.0256,0.05324459234608985,0.03457590491626148,0.023957894736842105
noisy_label,1e-63,0.4995228084210526,59,1077,2441,0.0236,0.05193661971830986,0.032453245324532455,0.022673684210526315
noisy_label,1e-64,0.4995228084210526,57,1025,2443,0.0228,0.05268022181146026,0.031825795644891124,0.02157894736842105
noisy_label,1e-65,0.4995228084210526,56,977,2444,0.0224,0.05421103581800581,0.03170110387772431,0.02056842105263158
noisy_label,1e-66,0.4995228084210526,56,927,2444,0.0224,0.056968463886063074,0.03215618719494688,0.019515789473684212
noisy_label,1e-67,0.4995228084210526,54,885,2446,0.0216,0.05750798722044728,0.03140447804594359,0.018631578947368423
noisy_label,1e-68,0.4995228084210526,51,837,2449,0.0204,0.057432432432432436,0.03010625737898466,0.017621052631578947
noisy_label,1e-69,0.4995228084210526,49,808,2451,0.0196,0.057176196032672114,0.02919273160560024,0.017010526315789472
noisy_label,1e-70,0.4995228084210526,45,778,2455,0.018,0.054678007290400975,0.027083960276858263,0.016378947368421052
noisy_label,1e-71,0.4995228084210526,42,731,2458,0.0168,0.054333764553686936,0.025664527956003668,0.015389473684210526
noisy_label,1e-72,0.4995228084210526,41,697,2459,0.0164,0.05555555555555555,0.0253242742433601,0.014673684210526316
noisy_label,1e-73,0.4995228084210526,40,664,2460,0.016,0.056818181818181816,0.024968789013732836,0.013978947368421053
noisy_label,1e-74,0.4995228084210526,39,637,2461,0.0156,0.057692307692307696,0.02455919395465995,0.013410526315789473
noisy_label,1e-75,0.4995228084210526,37,605,2463,0.0148,0.05763239875389408,0.023551877784850416,0.012736842105263158
noisy_label,1e-76,0.4995228084210526,36,579,2464,0.0144,0.05853658536585366,0.023113964686998393,0.012189473684210526
noisy_label,1e-77,0.4995228084210526,34,550,2466,0.0136,0.05821917808219178,0.022049286640726327,0.011578947368421053
noisy_label,1e-78,0.4995228084210526,33,525,2467,0.0132,0.05913978494623656,0.02158273381294964,0.011052631578947368
noisy_label,1e-79,0.4995228084210526,31,494,2469,0.0124,0.05904761904761905,0.020495867768595043,0.0104
noisy_label,1e-80,0.4995228084210526,30,472,2470,0.012,0.05976095617529881,0.019986675549633577,0.009936842105263157
noisy_label,1e-81,0.4995228084210526,30,451,2470,0.012,0.062370062370062374,0.020127474002012747,0.009494736842105262
noisy_label,1e-82,0.4995228084210526,28,425,2472,0.0112,0.06181015452538632,0.018963765662038605,0.008947368421052631
noisy_label,1e-83,0.4995228084210526,28,409,2472,0.0112,0.06407322654462243,0.019067075246850525,0.008610526315789473
noisy_label,1e-84,0.4995228084210526,27,398,2473,0.0108,0.06352941176470588,0.01846153846153846,0.008378947368421052
noisy_label,1e-85,0.4995228084210526,26,375,2474,0.0104,0.06483790523690773,0.017924853498793514,0.007894736842105263
noisy_label,1e-86,0.4995228084210526,26,357,2474,0.0104,0.06788511749347259,0.018036767256330213,0.007515789473684211
noisy_label,1e-87,0.4995228084210526,24,344,2476,0.0096,0.06521739130434782,0.016736401673640166,0.007242105263157894
noisy_label,1e-88,0.4995228084210526,22,324,2478,0.0088,0.06358381502890173,0.015460295151089248,0.006821052631578947
noisy_label,1e-89,0.4995228084210526,19,310,2481,0.0076,0.057750759878419454,0.013432308236125838,0.006526315789473684
noisy_label,1e-90,0.4995228084210526,19,298,2481,0.0076,0.05993690851735016,0.013489527866524673,0.006273684210526316
noisy_label,1e-91,0.4995228084210526,19,284,2481,0.0076,0.0627062706270627,0.013556903317873707,0.005978947368421052
noisy_label,1e-92,0.4995228084210526,19,270,2481,0.0076,0.0657439446366782,0.013624955181068484,0.00568421052631579
noisy_label,1e-93,0.4995228084210526,17,262,2483,0.0068,0.06093189964157706,0.012234616768621807,0.005515789473684211
noisy_label,1e-94,0.4995228084210526,16,246,2484,0.0064,0.061068702290076333,0.01158580738595221,0.005178947368421053
noisy_label,1e-95,0.4995228084210526,15,240,2485,0.006,0.058823529411764705,0.010889292196007259,0.0050526315789473685
noisy_label,1e-96,0.4995228084210526,14,232,2486,0.0056,0.056910569105691054,0.010196649672250545,0.0048842105263157895
noisy_label,1e-97,0.4995228084210526,14,218,2486,0.0056,0.0603448275862069,0.010248901903367497,0.004589473684210526
noisy_label,1e-98,0.4995228084210526,12,212,2488,0.0048,0.05357142857142857,0.008810572687224669,0.0044631578947368425
noisy_label,1e-99,0.4995228084210526,10,200,2490,0.004,0.047619047619047616,0.007380073800738007,0.004210526315789474
noisy_label,1e-100,0.4995228084210526,10,191,2490,0.004,0.04975124378109453,0.007404664938911515,0.004021052631578948
ssba,1.0,0.7134804084210526,2367,36843,133,0.9468,0.0603672532517215,0.11349796211939583,0.7756421052631579
ssba,0.1,0.7134804084210526,2228,30385,272,0.8912,0.06831631557967682,0.12690456526072966,0.6396842105263157
ssba,0.01,0.7134804084210526,2141,27545,359,0.8564,0.07212153877248535,0.13303920959423352,0.5798947368421052
ssba,0.001,0.7134804084210526,2075,25314,425,0.83,0.07576034174303553,0.1388470674830205,0.5329263157894737
ssba,0.0001,0.7134804084210526,2009,23391,491,0.8036,0.07909448818897638,0.14401433691756274,0.4924421052631579
ssba,1e-05,0.7134804084210526,1928,21689,572,0.7712,0.0816361095820807,0.14764329746908145,0.45661052631578947
ssba,1e-06,0.7134804084210526,1871,20268,629,0.7484,0.08451149555083788,0.15187304679573033,0.42669473684210524
ssba,1e-07,0.7134804084210526,1808,18948,692,0.7232,0.08710734245519368,0.15548675610595117,0.39890526315789476
ssba,1e-08,0.7134804084210526,1744,17768,756,0.6976,0.08938089380893809,0.15845902235144466,0.3740631578947368
ssba,1e-09,0.7134804084210526,1672,16673,828,0.6688,0.09114200054510765,0.16042216358839048,0.3510105263157895
ssba,1e-10,0.7134804084210526,1620,15626,880,0.648,0.09393482546677491,0.16408386508659983,0.3289684210526316
ssba,1e-11,0.7134804084210526,1566,14752,934,0.6264,0.09596764309351637,0.16643639068976512,0.3105684210526316
ssba,1e-12,0.7134804084210526,1509,13894,991,0.6036,0.09796792832565085,0.16857509914539465,0.2925052631578947
ssba,1e-13,0.7134804084210526,1457,13113,1043,0.5828,0.1,0.17070884592852958,0.27606315789473684
ssba,1e-14,0.7134804084210526,1408,12382,1092,0.5632,0.10210297316896301,0.17286678944137507,0.26067368421052634
ssba,1e-15,0.7134804084210526,1372,11693,1128,0.5488,0.10501339456563337,0.17629296498554448,0.2461684210526316
ssba,1e-16,0.7134804084210526,1313,11019,1187,0.5252,0.10647096983457671,0.17704962243797195,0.23197894736842106
ssba,1e-17,0.7134804084210526,1257,10425,1243,0.5028,0.10760143810991268,0.17726695811592158,0.21947368421052632
ssba,1e-18,0.7134804084210526,1199,9872,1301,0.4796,0.10830096648902539,0.17670031685211113,0.20783157894736842
ssba,1e-19,0.7134804084210526,1154,9298,1346,0.4616,0.11040949100650593,0.17819641754169244,0.19574736842105264
ssba,1e-20,0.7134804084210526,1107,8784,1393,0.4428,0.11191992720655142,0.17867807279477038,0.1849263157894737
ssba,1e-21,0.7134804084210526,1060,8287,1440,0.424,0.11340537070717878,0.17894825694268593,0.17446315789473685
ssba,1e-22,0.7134804084210526,1013,7846,1487,0.4052,0.11434699175979231,0.1783607711946474,0.16517894736842106
ssba,1e-23,0.7134804084210526,968,7429,1532,0.3872,0.11527926640466833,0.17766357713132055,0.1564
ssba,1e-24,0.7134804084210526,926,7032,1574,0.3704,0.11636089469716009,0.1770893096194301,0.1480421052631579
ssba,1e-25,0.7134804084210526,887,6686,1613,0.3548,0.11712663409481051,0.17611436513451803,0.1407578947368421
ssba,1e-26,0.7134804084210526,850,6318,1650,0.34,0.11858258928571429,0.17583781547372776,0.13301052631578947
ssba,1e-27,0.7134804084210526,814,6015,1686,0.3256,0.11919753990335334,0.17450959373995067,0.12663157894736843
ssba,1e-28,0.7134804084210526,771,5709,1729,0.3084,0.11898148148148148,0.17171492204899777,0.12018947368421053
ssba,1e-29,0.7134804084210526,741,5405,1759,0.2964,0.12056622193296453,0.1714087439278279,0.11378947368421052
ssba,1e-30,0.7134804084210526,712,5107,1788,0.2848,0.12235779343529816,0.17117442000240415,0.10751578947368422
ssba,1e-31,0.7134804084210526,685,4865,1815,0.274,0.12342342342342343,0.1701863354037267,0.10242105263157894
ssba,1e-32,0.7134804084210526,657,4599,1843,0.2628,0.125,0.16941722537390408,0.09682105263157895
ssba,1e-33,0.7134804084210526,626,4331,1874,0.2504,0.12628606011700624,0.1678959367037683,0.09117894736842105
ssba,1e-34,0.7134804084210526,602,4081,1898,0.2408,0.12855007473841554,0.16761798691354585,0.08591578947368421
ssba,1e-35,0.7134804084210526,573,3862,1927,0.2292,0.12919954904171363,0.16524873828406633,0.08130526315789474
ssba,1e-36,0.7134804084210526,541,3680,1959,0.2164,0.12816868040748639,0.1609879482219908,0.07747368421052632
ssba,1e-37,0.7134804084210526,527,3462,1973,0.2108,0.13211331160691903,0.16242872553552165,0.07288421052631579
ssba,1e-38,0.7134804084210526,503,3302,1997,0.2012,0.13219448094612352,0.15955590800951625,0.06951578947368421
ssba,1e-39,0.7134804084210526,484,3139,2016,0.1936,0.13359094672922991,0.15809243834721542,0.06608421052631579
ssba,1e-40,0.7134804084210526,453,2986,2047,0.1812,0.13172433847048562,0.1525509345007577,0.06286315789473684
ssba,1e-41,0.7134804084210526,439,2824,2061,0.1756,0.13453876800490347,0.1523512059691133,0.05945263157894737
ssba,1e-42,0.7134804084210526,409,2700,2091,0.1636,0.13155355419749115,0.14583704760206812,0.056842105263157895
ssba,1e-43,0.7134804084210526,394,2577,2106,0.1576,0.13261528105015147,0.14403216962164136,0.05425263157894737
ssba,1e-44,0.7134804084210526,374,2454,2126,0.1496,0.13224893917963224,0.1403903903903904,0.05166315789473684
ssba,1e-45,0.7134804084210526,352,2335,2148,0.1408,0.13100111648678825,0.1357239251976094,0.0491578947368421
ssba,1e-46,0.7134804084210526,338,2214,2162,0.1352,0.13244514106583072,0.13380839271575615,0.04661052631578947
ssba,1e-47,0.7134804084210526,325,2104,2175,0.13,0.13379991766158914,0.13187259078920674,0.04429473684210526
ssba,1e-48,0.7134804084210526,313,2001,2187,0.1252,0.13526361279170268,0.13003739094308267,0.042126315789473685
ssba,1e-49,0.7134804084210526,300,1916,2200,0.12,0.13537906137184116,0.1272264631043257,0.04033684210526316
ssba,1e-50,0.7134804084210526,280,1825,2220,0.112,0.1330166270783848,0.1216069489685125,0.038421052631578946
ssba,1e-51,0.7134804084210526,266,1733,2234,0.1064,0.1330665332666333,0.11824849966659257,0.03648421052631579
ssba,1e-52,0.7134804084210526,243,1633,2257,0.0972,0.12953091684434967,0.11106032906764168,0.03437894736842105
ssba,1e-53,0.7134804084210526,230,1551,2270,0.092,0.1291409320606401,0.10745153001635133,0.03265263157894737
ssba,1e-54,0.7134804084210526,223,1475,2277,0.0892,0.13133097762073026,0.10624106717484517,0.03105263157894737
ssba,1e-55,0.7134804084210526,211,1400,2289,0.0844,0.13097454996896338,0.10265142301143274,0.029473684210526315
ssba,1e-56,0.7134804084210526,202,1338,2298,0.0808,0.13116883116883116,0.1,0.02816842105263158
ssba,1e-57,0.7134804084210526,197,1268,2303,0.0788,0.13447098976109215,0.09936948297604034,0.026694736842105264
ssba,1e-58,0.7134804084210526,186,1208,2314,0.0744,0.133428981348637,0.09553158705701077,0.02543157894736842
ssba,1e-59,0.7134804084210526,179,1146,2321,0.0716,0.1350943396226415,0.09359477124183006,0.024126315789473683
ssba,1e-60,0.7134804084210526,168,1089,2332,0.0672,0.13365155131264916,0.08943305829118979,0.022926315789473684
ssba,1e-61,0.7134804084210526,158,1030,2342,0.0632,0.132996632996633,0.08568329718004339,0.02168421052631579
ssba,1e-62,0.7134804084210526,147,975,2353,0.0588,0.13101604278074866,0.0811706239646604,0.020526315789473684
ssba,1e-63,0.7134804084210526,140,927,2360,0.056,0.13120899718837864,0.0784973366975049,0.019515789473684212
ssba,1e-64,0.7134804084210526,128,880,2372,0.0512,0.12698412698412698,0.07297605473204105,0.018526315789473686
ssba,1e-65,0.7134804084210526,124,827,2376,0.0496,0.13038906414300735,0.07186322804984062,0.017410526315789474
ssba,1e-66,0.7134804084210526,119,779,2381,0.0476,0.13251670378619154,0.07004120070629782,0.0164
ssba,1e-67,0.7134804084210526,115,746,2385,0.046,0.13356562137049943,0.06843201428146385,0.015705263157894736
ssba,1e-68,0.7134804084210526,108,708,2392,0.0432,0.1323529411764706,0.06513872135102533,0.014905263157894737
ssba,1e-69,0.7134804084210526,102,665,2398,0.0408,0.13298565840938723,0.062442607897153356,0.014
ssba,1e-70,0.7134804084210526,99,641,2401,0.0396,0.13378378378378378,0.061111111111111116,0.013494736842105262
